Gss year for this respondent                       ;Fathers highest degree;Mothers highest degree;Respondents sex;Race of respondent;Number of persons in household;Respondents income;Total family income;Vote obama or mccain;Vote obama or romney;Rs highest degree;Age of respondent;Number of children;Respondent id number;Number of hours worked last week;Rs occupational prestige score  (1970);Govt or private employee;Travel time to work;Marital status;Fathers census occupation code (1970);Mothers census occupation code (1980);Number of brothers and sisters;Ballot used for interview
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;29;1;2254;60;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;81;3;2255;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;11;Ballot b
2018;High school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;57;2;2256;40;0;Government;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;37;3;2257;48;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Lt high school;77;6;2258;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;7;Ballot a
2018;Lt high school;Lt high school;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;Lt high school;67;2;2259;Not applicable;0;Government;Not applicable;Separated;Not applicable;Not applicable;12;Ballot c
2018;Lt high school;Lt high school;Female;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;34;4;2260;40;0;Private;Not applicable;Married;Not applicable;Not applicable;6;Ballot b
2018;High school;Bachelor;Female;Black;3;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;24;0;2261;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Female;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;0;2262;40;0;Government;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;Lt high school;Not applicable;Male;Other;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;30;3;2263;35;0;Don't know;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;Bachelor;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;28;2;2264;Not applicable;0;No answer;Not applicable;Never married;Not applicable;Not applicable;7;Ballot a
2018;Not applicable;Lt high school;Female;Black;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;22;0;2265;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;4;Ballot c
2018;Lt high school;Lt high school;Male;Black;3;Not applicable;Not applicable;Not applicable;Obama;Lt high school;84;7;2266;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;12;Ballot b
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;65;1;2267;40;0;Government;Not applicable;Married;Not applicable;Not applicable;4;Ballot c
2018;Lt high school;Not applicable;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;74;2;2268;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;89 or older;0;2269;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;7;Ballot a
2018;Not applicable;High school;Male;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;46;4;2270;40;0;Government;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;74;5;2271;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot b
2018;Not applicable;Lt high school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;34;3;2272;37;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;Lt high school;Female;Black;5;Not applicable;Not applicable;Not applicable;Obama;Junior college;34;3;2273;57;0;Private;Not applicable;Married;Not applicable;Not applicable;0;Ballot c
2018;Lt high school;Lt high school;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;Lt high school;64;4;2274;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;12;Ballot c
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;Junior college;40;5;2275;45;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;Not applicable;Lt high school;Male;Black;2;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;56;2;2276;50;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot c
2018;Not applicable;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;26;3;2277;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot c
2018;Not applicable;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;64;2;2278;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot b
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;Graduate;68;0;2279;16;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot c
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;30;1;2280;60;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;41;3;2281;Not applicable;0;Don't know;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot b
2018;Not applicable;Don't know;Male;Black;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;22;2;2282;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;12;Ballot c
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;66;1;2283;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;7;Ballot b
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;35;6;2284;40;0;Private;Not applicable;Married;Not applicable;Not applicable;7;Ballot a
2018;Lt high school;Lt high school;Male;White;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;43;3;2285;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot c
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;48;2;2286;47;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Lt high school;Male;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;34;4;2287;43;0;Private;Not applicable;Never married;Not applicable;Not applicable;9;Ballot a
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;60;1;2288;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;9;Ballot c
2018;Not applicable;Don't know;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;52;0;2289;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot b
2018;Not applicable;Graduate;Female;Black;3;Not applicable;Not applicable;Not applicable;Obama;High school;37;4;2290;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;7;Ballot a
2018;Not applicable;High school;Female;Black;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;25;1;2291;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;4;Ballot c
2018;Lt high school;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;41;3;2292;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot b
2018;Not applicable;High school;Male;Black;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;41;2;2293;55;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;Lt high school;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;Lt high school;77;7;2294;Not applicable;0;Government;Not applicable;Widowed;Not applicable;Not applicable;11;Ballot b
2018;Not applicable;High school;Female;Black;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;23;1;2295;33;0;Private;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;Not applicable;Lt high school;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;High school;53;2;2296;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;13;Ballot a
2018;Not applicable;Graduate;Male;Black;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;30;1;2297;48;0;Private;Not applicable;Never married;Not applicable;Not applicable;7;Ballot c
2018;Not applicable;High school;Female;Black;7;Not applicable;Not applicable;Not applicable;Not applicable;High school;21;0;2298;42;0;Government;Not applicable;Never married;Not applicable;Not applicable;5;Ballot a
2018;Not applicable;Lt high school;Male;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;75;3;2299;Not applicable;0;Private;Not applicable;Separated;Not applicable;Not applicable;5;Ballot c
2018;Lt high school;Lt high school;Male;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;77;3;2300;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;9;Ballot a
2018;Lt high school;Lt high school;Male;Black;4;Not applicable;Not applicable;Not applicable;Obama;Lt high school;68;7;2301;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot c
2018;Don't know;Bachelor;Female;Black;2;Not applicable;Not applicable;Not applicable;Obama;High school;28;2;2302;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;High school;Female;Black;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;20;0;2303;Not applicable;0;Don't know;Not applicable;Never married;Not applicable;Not applicable;7;Ballot c
2018;Lt high school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;66;5;2304;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;7;Ballot b
2018;Not applicable;Lt high school;Male;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;52;6;2305;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;23;Ballot a
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;40;0;2306;45;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;Junior college;Female;Black;3;Not applicable;Not applicable;Not applicable;Romney;High school;31;0;2307;Not applicable;0;Not applicable;Not applicable;Married;Not applicable;Not applicable;16;Ballot c
2018;Not applicable;High school;Male;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;32;0;2308;46;0;Government;Not applicable;Never married;Not applicable;Not applicable;6;Ballot b
2018;Not applicable;Don't know;Female;Black;1;Not applicable;Not applicable;Not applicable;Don't know;High school;53;1;2309;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot a
2018;Not applicable;High school;Male;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;78;2;2310;Not applicable;0;Government;Not applicable;Separated;Not applicable;Not applicable;6;Ballot c
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;54;2;2311;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;Junior college;Junior college;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;25;1;2312;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;7;Ballot a
2018;Not applicable;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;53;4;2313;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;8;Ballot a
2018;Lt high school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;54;0;2314;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;26;0;2315;50;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Don't know;Don't know;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;75;3;2316;10;0;Private;Not applicable;Married;Not applicable;Not applicable;11;Ballot a
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Bachelor;56;0;2317;44;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Bachelor;Junior college;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;36;0;2318;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
